team_name,player_name,starting_position,xT_value,minutes_played
Botafogo RJ,Joaquín Correa,Sub,0.06212768295307745,444
Botafogo RJ,Kauan Lindes,Sub,0.06178919949323518,31
Red Bull Bragantino,Caue Santos,Sub,0.06061741484540963,50
Botafogo RJ,Chris Ramos,Sub,0.06040045874391536,31
Fluminense,Thiago Santos,Sub,0.058228539429700174,224
Fluminense,Júlio César,DR,0.058222528653056486,76
Vasco da Gama,Andrés Gómez,Sub,0.056243414480740356,25
Flamengo,Emerson Royal,DR,0.055625416512251925,171
Juventude,Marcão,GK,0.05550079710955396,557
Sport Recife,Antônio Carlos,Sub,0.0543685519079878,309
Gremio,Alex Santana,DMC,0.05394758587837541,455
Internacional,Yago Noal,Sub,0.0532007507814289,88
Juventude,Igor Formiga,Sub,0.05215293225325623,126
Palmeiras,Vanderlan,Sub,0.05209376659695215,502
Fluminense,Davi Schuindt,Sub,0.05182171714184338,207
Cruzeiro,Walace,DMC,0.05176253744947395,218
Corinthians,Matheus Donelli,GK,0.05160355994433561,503
Vasco da Gama,Thiago Mendes,Sub,0.05142229820236682,149
Fortaleza,Vinícius,GK,0.05107584077587843,203
Atletico MG,Vitor Hugo,Sub,0.0490953896837434,327
Bahia,Kanu,DC,0.04829118861076041,112
Botafogo RJ,Igor Jesus,FW,0.046797400388313856,981
Internacional,Ricardo Mathias,Sub,0.04665696636083164,397
Sao Paulo,Maik,Sub,0.04663326669157667,200
Internacional,Lucca,Sub,0.04620067149812463,194
Palmeiras,Mayke,DR,0.046087286469420195,551
Juventude,Adriano Martins,DC,0.04425849851467275,407
Fluminense,Manoel,Sub,0.04362537418117662,331
Red Bull Bragantino,Lucão,Sub,0.04118282543819664,316
Cruzeiro,Mateo Gamarra,DC,0.0409887607398644,177
Fortaleza,Pablo Roberto,AMC,0.040846902470925886,53
Vasco da Gama,Mauricio Lemos,DC,0.040448632899413674,269
Ceara,Lucas Lima,Sub,0.04042765993787699,190
Fluminense,Lima,Sub,0.03817195186712972,768
Cruzeiro,Kauã Prates,Sub,0.03760535008016777,176
Internacional,Enner Valencia,Sub,0.03743486504848052,679
Mirassol,Gabriel,Sub,0.03645861049263214,303
Juventude,Matheus Babi,Sub,0.03585048718210309,348
Bahia,Rezende,Sub,0.03534808233756003,130
Fortaleza,Titi,DC,0.03504696494871958,303
Bahia,Erick,Sub,0.03498743125216228,499
Gremio,Ronald,Sub,0.03397063897911281,283
Atletico MG,Igor Rabello,Sub,0.03317967197441405,222
Flamengo,Jorge Carrascal,Sub,0.03248721177244571,56
Palmeiras,Luighi Hanri,Sub,0.03191988445201418,246
Atletico MG,Renzo Saravia,Sub,0.03177457680170382,284
Cruzeiro,Lautaro Díaz,Sub,0.031035802791137573,106
Flamengo,Saúl Ñíguez,Sub,0.03087104226614999,216
Fortaleza,Helton Leite,Sub,0.03076809378142917,206
Atletico MG,Rômulo,Sub,0.029036743324067294,243
Botafogo RJ,Neto,Sub,0.028718436534931734,200
Vasco da Gama,Daniel Fuzato,Sub,0.02802235383562003,107
Fluminense,Paulo Baya,Sub,0.02589343767894133,122
Fortaleza,Magrão,Sub,0.025675633898463085,309
Red Bull Bragantino,Sergio Palacios,Sub,0.025626840021072173,83
Corinthians,Alex Santana,DMC,0.025190023073614305,455
Sport Recife,Carlos Alberto,Sub,0.02511214402441452,387
Gremio,Gustavo Cuéllar,Sub,0.025015019729709147,266
Gremio,João Lucas,Sub,0.024139141366954196,101
Internacional,Alan Rodríguez,MC,0.023726922148780163,297
Internacional,Gabriel Carvalho,Sub,0.02299071319909231,89
Fortaleza,Deyverson,Sub,0.022144556131274567,843
Internacional,Richard,Sub,0.021402398626670673,192
Fortaleza,Pedro Augusto,Sub,0.020202640792004085,219
Atletico MG,Reinier,AMC,0.01954419004278467,113
Vasco da Gama,Gabriel,Sub,0.0191979229970149,83
Bahia,Fred,DC,0.018772179159766776,103
Sao Paulo,Patryck,Sub,0.018719712202976607,206
Juventude,Natã Felipe,Sub,0.01783995216233993,97
Red Bull Bragantino,Thiago Borbas,Sub,0.01720767309982847,301
Bahia,Gabriel Xavier,Sub,0.016942760599152496,263
Palmeiras,Marcelo Lomba,Sub,0.016218629621374766,101
Fortaleza,Weverson,Sub,0.016068231313519307,228
Vasco da Gama,Dimitri Payet,Sub,0.015292507198740524,219
Sport Recife,Pedro Augusto,Sub,0.015217160270779156,219
Fluminense,John Kennedy,Sub,0.01520989093172646,90
Fortaleza,Rodrigo,Sub,0.01508102531063538,13
Bahia,Rodrigo Nestor,Sub,0.014908013055252991,326
Fluminense,Santiago Moreno,Sub,0.014308413618601142,15
Ceara,Alejandro Martínez,Sub,0.014304074242166485,63
Botafogo RJ,Danilo Barbosa,Sub,0.01329628517604008,60
Palmeiras,Jefté,Sub,0.013155172665504443,7
Botafogo RJ,Jordán Barrera,Sub,0.013027565648277523,9
Gremio,Rodrigo Ely,Sub,0.012951047196067243,47
Fortaleza,Brenno,Sub,0.012475974878681927,101
Gremio,Jardiel,Sub,0.012076595984701902,29
Cruzeiro,Kenji,Sub,0.011378337478849126,22
Sport Recife,Gustavo Maia,Sub,0.01113043890463035,24
Juventude,Peixoto,Sub,0.010851524288368336,48
Cruzeiro,Yannick Bolasie,Sub,0.01058187050564746,167
Atletico MG,Mateus Iseppe,Sub,0.010493690704818183,8
Botafogo RJ,Léo Linck,Sub,0.009896744953107436,102
Cruzeiro,Rodriguinho,Sub,0.00973889749583991,36
Cruzeiro,Marlon,Sub,0.009094167749912336,1427
Corinthians,Bahia,Sub,0.008547860460514034,58
Juventude,Hudson,DMC,0.007798626753170172,222
Corinthians,Gui Negão,Sub,0.007373413359736333,359
Vitoria,Carlinhos,Sub,0.007082435844441274,149
Juventude,Luan Freitas,Sub,0.006648802017929148,156
Sao Paulo,Lucas Moura,Sub,0.006546929341766266,104
Juventude,Rafael Bilu,Sub,0.005986313588218813,27
Vitoria,Gabriel Vasconcelos,GK,0.0055412315295510035,806
Palmeiras,Riquelme Fillipi,Sub,0.005497715566856835,13
Flamengo,Victor Hugo,Sub,0.005334900531884793,11
Vasco da Gama,Lucas Oliveira,Sub,0.005296857397229271,16
Atletico MG,Gabriel Delfim,Sub,0.004761206786068762,103
Palmeiras,Kaiky Naves,Sub,0.004349986671912711,24
Bahia,Ruan Pablo,Sub,0.003919574533623772,25
Cruzeiro,Léo Aragão,Sub,0.003320703590283482,101
Sao Paulo,Young,Sub,0.003227654149822171,100
Vasco da Gama,Jean Meneses,Sub,0.003076396714960819,7
Flamengo,Wallace Yan,Sub,0.0027853880288591613,241
Juventude,Ruan Carneiro,Sub,0.0015549421446348747,198
Santos FC,Hyan,Sub,0.0013834174585453328,27
Botafogo RJ,Huguinho,Sub,0.001371972588065964,28
Flamengo,Cleiton,Sub,0.0011720872575316137,8
Fluminense,Isaque,Sub,0.0007035726278333534,28
Atletico MG,Patrick,Sub,0.00047432796829939344,249
Gremio,Viery,Sub,0.0004393690395357512,43
Atletico MG,Brahian Palacios,Sub,0.00019343080112026352,17
Juventude,Émerson Galego,Sub,-0.0001847093119050026,37
Mirassol,Zé Vitor,Sub,-0.00021635406016480563,39
Internacional,Luis Otávio,Sub,-0.00027805393057471744,280
Ceara,João Victor,Sub,-0.0002968430161372623,14
Palmeiras,Thalys,Sub,-0.0006371701388111009,97
Vitoria,Carlos Eduardo,Sub,-0.0006416122046991083,230
Mirassol,Matheus Davó,Sub,-0.0009299359562769394,49
Corinthians,Kayke,Sub,-0.001807444235736342,198
Vitoria,Rúben Ismael,Sub,-0.002072748149828303,25
Mirassol,Roni,Sub,-0.002465274990703345,134
Vasco da Gama,Cauan Barros,Sub,-0.002883989291027016,25
Vasco da Gama,Léo Jacó,Sub,-0.004355870273795023,20
Juventude,Marlon,Sub,-0.004443396663014342,12
Santos FC,Kevyson,Sub,-0.004794871650568941,226
Bahia,Luciano Rodríguez,FW,-0.0048040934304049735,794
Fortaleza,Bruninho,Sub,-0.004912562705965618,70
Sport Recife,Aderlan,Sub,-0.005024401937829135,132
Vitoria,Léo Pereira,Sub,-0.005316196975591286,487
Corinthians,Héctor Hernández,Sub,-0.00554917802022966,297
Juventude,Gilberto,Sub,-0.00638983612579451,739
Sport Recife,Gonçalo Paciência,Sub,-0.0068953813714229826,145
Internacional,Raykkonen,Sub,-0.007266041575664744,67
Cruzeiro,Murilo Rhikman,Sub,-0.00756083192508896,5
Vitoria,Willian Oliveira,Sub,-0.008479746636418631,568
Juventude,Maurício Garcez,Sub,-0.008709789549652694,81
Fluminense,Joaquín Lavega,Sub,-0.008944134492183831,14
Juventude,Davi Góes,Sub,-0.009883004097684674,74
Gremio,Carlos Vinícius,Sub,-0.01007445606614852,106
Vitoria,Rúben Rodrigues,Sub,-0.010372011636322722,52
Fluminense,Renato Augusto,Sub,-0.011416564483879642,33
Vitoria,Wendell Sacramento,Sub,-0.01154943999169211,67
Mirassol,Luiz Filipe,Sub,-0.013847133139073951,21
Ceara,Vina,Sub,-0.014262280019983071,32
Mirassol,Cristian,Sub,-0.015068318750502137,690
Red Bull Bragantino,Fernando,Sub,-0.015798143278502465,21
Fluminense,Riquelme,Sub,-0.017180608697067987,63
Sao Paulo,Juan Dinenno,Sub,-0.01727721475637507,172
Flamengo,Pedro,Sub,-0.017402573308225863,745
Santos FC,Mateus Xavier,Sub,-0.01884544956457169,56
Flamengo,Juninho,FW,-0.019262701896987363,324
Botafogo RJ,Rwan Cruz,Sub,-0.020513428701670614,200
Flamengo,Gonzalo Plata,Sub,-0.020611974152704687,770
Sao Paulo,Luiz Gustavo,MC,-0.021835524146228497,105
Santos FC,Robinho Junior,Sub,-0.02479149547387689,73
Ceara,Rodriguinho,Sub,-0.031288694158518954,36
Atletico MG,João Marcelo,Sub,-0.031579700192206704,122
Sport Recife,Jefinho,Sub,-0.03173239587231606,31
Sao Paulo,Ryan Francisco,Sub,-0.03203869632527331,254
Sao Paulo,Lucca Marques,Sub,-0.035041152794887155,133
Gremio,André Henrique,Sub,-0.038306921192626756,211
Sport Recife,Derik Lacerda,FW,-0.03869828210370654,496
Mirassol,Matheus Bianqui,Sub,-0.04003060305920705,153
Juventude,Pernambuco,Sub,-0.045640136293750876,74
Juventude,Petterson,Sub,-0.04610004634659533,90
Santos FC,Tiquinho Soares,FW,-0.04720948934164834,1079
Sao Paulo,Gonzalo Tapia,Sub,-0.04875498375646086,213
Vitoria,Janderson,FWL,-0.05163231216246397,808
Corinthians,Talles Magno,AML,-0.05243542887347549,888
Vitoria,Romarinho,Sub,-0.05549870349312914,74
Fortaleza,Adam Bareiro,Sub,-0.06719581994204636,177
Gremio,Martin Braithwaite,FW,-0.06775907905232452,1478
Santos FC,Luca Meirelles,Sub,-0.07166322451026104,120
Flamengo,Matheus Gonçalves,Sub,-0.08736645845489098,83
Sport Recife,Arthur Sousa,Sub,-0.1198169641084048,254
Sport Recife,Pablo,FW,-0.15834418561150715,674
Vasco da Gama,Alex Teixeira,Sub,-0.15946795906883926,168
Mirassol,Chico,FW,-0.17156012995541106,615
Botafogo RJ,Gonzalo Mastriani,Sub,-0.1921370613382811,313
Santos FC,Thaciano,Sub,-0.20320917459974,424
Botafogo RJ,Arthur Cabral,FW,-0.20930953563438365,754
Bahia,Willian José,Sub,-0.341490386474781,972
Vasco da Gama,Pablo Vegetti,FW,-0.3751009392295656,1627
